symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2023-10-31 00:00:00+00:00,133.09,133.57,131.71,132.75,51589380,133.09,133.57,131.71,132.75,51589380,0.0,1.0
AMZN,2023-11-01 00:00:00+00:00,137.0,137.35,133.71,133.96,61529409,137.0,137.35,133.71,133.96,61529409,0.0,1.0
AMZN,2023-11-02 00:00:00+00:00,138.07,138.81,136.47,138.73,52236693,138.07,138.81,136.47,138.73,52236693,0.0,1.0
AMZN,2023-11-03 00:00:00+00:00,138.6,139.49,137.45,138.99,44059805,138.6,139.49,137.45,138.99,44059805,0.0,1.0
AMZN,2023-11-06 00:00:00+00:00,139.74,140.73,138.36,138.76,44970417,139.74,140.73,138.36,138.76,44970417,0.0,1.0
AMZN,2023-11-07 00:00:00+00:00,142.71,143.37,140.5,140.55,53553537,142.71,143.37,140.5,140.55,53553537,0.0,1.0
AMZN,2023-11-08 00:00:00+00:00,142.08,143.12,141.2183,142.97,44521658,142.08,143.12,141.2183,142.97,44521658,0.0,1.0
AMZN,2023-11-09 00:00:00+00:00,140.6,142.65,139.84,142.02,36235367,140.6,142.65,139.84,142.02,36235367,0.0,1.0
AMZN,2023-11-10 00:00:00+00:00,143.56,143.65,139.91,140.46,49349937,143.56,143.65,139.91,140.46,49349937,0.0,1.0
AMZN,2023-11-13 00:00:00+00:00,142.59,143.23,140.67,142.08,35680570,142.59,143.23,140.67,142.08,35680570,0.0,1.0
AMZN,2023-11-14 00:00:00+00:00,145.8,147.26,144.68,145.0,56674551,145.8,147.26,144.68,145.0,56674551,0.0,1.0
AMZN,2023-11-15 00:00:00+00:00,143.2,147.29,142.59,147.06,63875720,143.2,147.29,142.59,147.06,63875720,0.0,1.0
AMZN,2023-11-16 00:00:00+00:00,142.83,143.32,139.52,140.91,49653512,142.83,143.32,139.52,140.91,49653512,0.0,1.0
AMZN,2023-11-17 00:00:00+00:00,145.18,145.23,142.545,142.66,49678437,145.18,145.23,142.545,142.66,49678437,0.0,1.0
AMZN,2023-11-20 00:00:00+00:00,146.13,146.63,144.725,145.13,41978766,146.13,146.63,144.725,145.13,41978766,0.0,1.0
AMZN,2023-11-21 00:00:00+00:00,143.9,144.05,141.5,143.91,71225992,143.9,144.05,141.5,143.91,71225992,0.0,1.0
